ID,Geburtsdatum,Alter,Geschlecht,Familienstand,HatKinder,Zahlmethode,DAUER_Kundenbeziehung,Region,Bundesland,Gebiet,Umsatz_Total,Umsatz_letztes_Quartal,Oekostrom,Fernwaermeabnehmer,Churn
934,1978-07-29,31,F,verheiratet,nein,Kreditkarte,9,Sueddeutschland,Baden-Wuerttemberg,Stadt,8238.82,343.002,0,0,Kuendiger
935,1981-06-27,34,F,single,ja,Kreditkarte,9,Sueddeutschland,Thueringen,Stadt,9085.69,459.606,0,0,Kuendiger
936,1953-05-31,38,M,,ja,Paypal,9,Sueddeutschland,Sachsen,Stadt,5053.58,56.32,0,1,Kunde
937,1985-12-28,39,M,verheiratet,ja,Kreditkarte,9,Norddeutschland,Berlin,Stadt,11.0284,47.9032,0,0,Kuendiger
938,1974-07-16,63,F,single,nein,Paypal,6,Sueddeutschland,Bayern,Land,8879.15,56.32,0,0,Kunde
939,1989-07-14,61,F,,ja,Paypal,9,Norddeutschland,Niedersachsen,Stadt,3253.39,371.012,0,0,Kunde
940,1973-08-08,53,M,single,ja,Paypal,4,Norddeutschland,Bremen,Stadt,3711.15,200.854,0,1,Kuendiger
941,1950-08-02,39,F,verheiratet,ja,Paypal,9,Norddeutschland,Brandenburg,Stadt,1382.94,323.864,0,0,Kunde
942,1968-08-21,64,M,verheiratet,ja,Kreditkarte,9,Norddeutschland,Hamburg,Land,7993.72,293.718,0,1,Kuendiger
943,1984-01-12,32,M,,nein,Kreditkarte,9,Sueddeutschland,Sachsen-Anhalt,Stadt,7072.23,534.604,0,0,Kuendiger
944,1979-10-12,57,M,single,ja,Ueberweisung,9,Sueddeutschland,Rheinland-Pfalz,Stadt,4115.39,441.568,0,0,Kuendiger
945,1968-08-21,74,F,,nein,Kreditkarte,5,Sueddeutschland,Thueringen,Stadt,6074.44,121.0072,0,0,Kuendiger
946,1985-07-01,85,M,single,nein,Kreditkarte,9,Norddeutschland,Hamburg,Land,9110.06,597.854,1,0,Kuendiger
947,1965-06-20,46,M,,nein,Paypal,11,Sueddeutschland,Sachsen,Stadt,6045.96,258.66,0,0,Kuendiger
948,1989-08-07,67,F,,nein,Kreditkarte,9,Norddeutschland,Brandenburg,Stadt,9821.71,589.99,0,0,Kuendiger
949,1985-11-03,94,M,,nein,Kreditkarte,9,Norddeutschland,Mecklenburg-Vorpommern,Land,1430.91,139.0182,0,0,Kuendiger
950,1983-10-13,28,F,single,ja,Ueberweisung,9,Norddeutschland,Schleswig-Holstein,Stadt,,56.32,0,1,Kuendiger
951,1984-01-30,75,F,single,ja,Kreditkarte,9,Sueddeutschland,Thueringen,Stadt,,370.646,0,1,Kuendiger
952,1982-03-15,94,M,single,ja,Paypal,9,Sueddeutschland,Bayern,Stadt,,18.55298,0,0,Kuendiger
953,1982-07-15,52,F,single,nein,Kreditkarte,11,Sueddeutschland,Thueringen,Land,,588.822,0,0,Kuendiger
954,1968-06-10,60,F,single,nein,Kreditkarte,11,Norddeutschland,Bremen,Stadt,,425.448,0,1,Kunde
955,1968-08-21,97,M,,nein,Kreditkarte,9,Norddeutschland,Bremen,Stadt,9622.34,236.286,1,1,Kuendiger
956,1985-11-23,60,M,,ja,Kreditkarte,11,Norddeutschland,Niedersachsen,Land,6793.38,162.4244,0,0,Kuendiger
957,1984-05-27,38,M,,nein,Kreditkarte,5,Norddeutschland,Hamburg,Stadt,5260,314.296,0,0,Kuendiger
958,1984-01-17,33,F,single,nein,Paypal,11,Norddeutschland,Berlin,Stadt,2874.68,509.524,0,0,Kuendiger
959,1986-07-29,22,M,,ja,Kreditkarte,9,Sueddeutschland,Sachsen,Stadt,5734.88,449.806,0,0,Kuendiger
960,1986-02-16,28,F,,ja,Ueberweisung,9,Sueddeutschland,Saarland,Land,3922.32,431.92,0,1,Kunde
961,1957-11-20,84,M,single,nein,Kreditkarte,4,Norddeutschland,Mecklenburg-Vorpommern,Land,4651.42,580.4,0,1,Kuendiger
962,1975-02-04,80,F,,ja,Kreditkarte,4,Sueddeutschland,Hessen,Stadt,6520.96,504.18,0,1,Kunde
963,1972-01-29,42,F,,ja,Kreditkarte,9,Sueddeutschland,Rheinland-Pfalz,Stadt,8602.17,164.1394,0,1,Kunde
964,1984-01-30,52,M,,ja,Kreditkarte,11,Sueddeutschland,Baden-Wuerttemberg,Stadt,5462.23,575.826,1,0,Kuendiger
965,1985-04-10,37,F,,ja,Ueberweisung,4,Sueddeutschland,Thueringen,Land,4773.2,282.252,0,1,Kuendiger
966,1975-02-04,35,M,single,ja,Kreditkarte,11,Norddeutschland,Hamburg,Stadt,3223.82,506.572,0,0,Kuendiger
967,1978-08-17,70,M,single,ja,Kreditkarte,9,Norddeutschland,Mecklenburg-Vorpommern,Stadt,1781.99,56.32,0,1,Kunde
968,1976-04-21,86,F,single,nein,Kreditkarte,11,Norddeutschland,Nordrhein-Westfalen,Stadt,5335.79,43.8908,1,1,Kunde
969,1986-05-01,27,M,verheiratet,ja,Kreditkarte,9,Norddeutschland,Mecklenburg-Vorpommern,Stadt,8978.14,120.193,0,1,Kuendiger
970,1966-01-18,46,M,verheiratet,nein,Paypal,9,Norddeutschland,Hamburg,Land,9086.65,80.0348,0,0,Kuendiger
971,1968-08-21,28,M,single,ja,Kreditkarte,11,Sueddeutschland,Thueringen,Land,5275.08,241.872,0,0,Kuendiger
972,1970-02-02,31,M,,ja,Kreditkarte,4,Norddeutschland,Nordrhein-Westfalen,Stadt,1586.5,428.896,0,0,Kuendiger
973,1984-01-06,34,F,single,ja,Kreditkarte,9,Norddeutschland,Nordrhein-Westfalen,Land,9477.83,285.676,0,0,Kuendiger
974,1980-07-12,76,F,,ja,Paypal,11,Norddeutschland,Niedersachsen,Stadt,5654.58,319.496,0,1,Kunde
975,1969-02-21,63,M,,ja,Kreditkarte,9,Norddeutschland,Brandenburg,Land,8168.66,389.406,0,0,Kuendiger
976,1982-08-24,73,M,verheiratet,ja,Kreditkarte,9,Sueddeutschland,Saarland,Land,1962.16,255.202,0,0,Kunde
977,1986-02-16,33,F,verheiratet,ja,Paypal,9,Sueddeutschland,Baden-Wuerttemberg,Stadt,8543.31,322.786,1,1,Kunde
978,1982-07-13,36,M,,nein,Kreditkarte,11,Norddeutschland,Mecklenburg-Vorpommern,Stadt,9360.78,500.132,0,1,Kuendiger
979,1972-01-29,18,M,,nein,Paypal,9,Norddeutschland,Schleswig-Holstein,Stadt,5358.98,56.32,0,0,Kunde
980,1984-01-30,44,F,,nein,Ueberweisung,9,Norddeutschland,Berlin,Stadt,3156.15,297.694,1,0,Kuendiger
981,1985-04-10,21,F,single,nein,Ueberweisung,9,Norddeutschland,Niedersachsen,Stadt,58.5733,268.418,1,0,Kunde
982,1975-02-04,89,F,single,ja,Paypal,3,Sueddeutschland,Baden-Wuerttemberg,Stadt,7396.52,429.646,0,0,Kuendiger
983,1978-08-17,44,F,verheiratet,ja,Kreditkarte,11,Norddeutschland,Niedersachsen,Stadt,146.198,253.86,0,0,Kunde
984,1976-04-21,33,M,verheiratet,ja,Kreditkarte,9,Norddeutschland,Hamburg,Stadt,546.639,281.474,0,1,Kuendiger
985,1986-05-01,96,M,verheiratet,ja,Kreditkarte,11,Norddeutschland,Mecklenburg-Vorpommern,Stadt,6155.06,492.742,0,1,Kuendiger
986,1966-01-18,23,F,single,nein,Kreditkarte,11,Norddeutschland,Schleswig-Holstein,Stadt,5584.47,581.2,0,0,Kuendiger
987,1966-02-08,52,F,single,nein,Kreditkarte,6,Sueddeutschland,Baden-Wuerttemberg,Stadt,4449.73,241.094,0,0,Kunde
988,1970-02-02,33,M,,nein,Kreditkarte,11,Norddeutschland,Nordrhein-Westfalen,Stadt,4276.37,56.32,0,1,Kuendiger
989,1968-08-21,76,M,verheiratet,nein,Ueberweisung,5,Sueddeutschland,Sachsen,Land,6452.03,30.5622,0,0,Kuendiger
990,1980-07-12,93,M,single,nein,Paypal,8,Sueddeutschland,Baden-Wuerttemberg,Stadt,4417.39,56.32,0,1,Kunde
991,1969-02-21,50,M,,nein,Kreditkarte,11,Sueddeutschland,Hessen,Stadt,3304.31,56.32,0,0,Kunde
992,1968-08-21,81,M,,nein,Kreditkarte,5,Norddeutschland,Brandenburg,Stadt,6763.47,142.1316,0,0,Kuendiger
993,1984-11-12,60,F,,ja,Ueberweisung,6,Sueddeutschland,Bayern,Land,4746.86,248.374,0,0,Kunde
994,1968-09-21,42,M,,ja,Ueberweisung,4,Sueddeutschland,Saarland,Land,4263.91,106.3584,0,1,Kuendiger
995,1976-03-15,71,F,verheiratet,ja,Kreditkarte,4,Norddeutschland,Mecklenburg-Vorpommern,Stadt,458.19,237.05,0,0,Kunde
996,1968-08-21,60,F,verheiratet,ja,Kreditkarte,4,Sueddeutschland,Sachsen-Anhalt,Land,8662.93,56.32,0,0,Kuendiger
997,1968-08-21,37,M,,ja,Paypal,9,Norddeutschland,Mecklenburg-Vorpommern,Stadt,7924.51,302.986,0,0,Kuendiger
998,1983-02-14,52,F,,ja,Kreditkarte,9,Norddeutschland,Hamburg,Stadt,6702.66,315.758,0,1,Kunde
999,1968-08-21,80,M,verheiratet,nein,Ueberweisung,9,Norddeutschland,Brandenburg,Land,1506.06,310.746,0,1,Kuendiger
1000,1985-03-10,88,F,,nein,Kreditkarte,11,Sueddeutschland,Sachsen,Stadt,6690.66,386.508,0,0,Kunde
1001,1984-01-30,42,F,,nein,Kreditkarte,9,Sueddeutschland,Hessen,Stadt,7575.01,218.816,1,1,Kunde
1002,1962-06-26,33,F,verheiratet,ja,Kreditkarte,9,Norddeutschland,Berlin,Land,6820.38,428.794,0,1,Kuendiger
1003,1986-11-03,90,F,single,nein,Ueberweisung,9,Sueddeutschland,Sachsen-Anhalt,Stadt,6300.01,56.32,0,0,Kunde
1004,1974-03-14,21,M,single,nein,Ueberweisung,11,Sueddeutschland,Sachsen-Anhalt,Land,9278.81,485.026,1,0,Kunde
1005,1983-04-06,59,M,single,nein,Ueberweisung,9,Sueddeutschland,Bayern,Land,1868.63,56.32,0,0,Kunde
1006,1964-01-23,40,M,single,nein,Ueberweisung,11,Sueddeutschland,Saarland,Land,6622.35,79.756,0,0,Kuendiger
1007,1981-09-12,63,F,verheiratet,ja,Kreditkarte,9,Norddeutschland,Berlin,Stadt,390.204,327.666,0,0,Kuendiger
1008,1984-02-19,50,F,single,nein,Ueberweisung,9,Sueddeutschland,Baden-Wuerttemberg,Stadt,3828.11,517.724,0,0,Kunde
1009,1974-01-23,30,M,single,nein,Kreditkarte,9,Norddeutschland,Hamburg,Land,6197.19,362.466,0,1,Kuendiger
1010,1981-03-13,46,M,single,nein,Kreditkarte,1,Sueddeutschland,Saarland,Stadt,3480.55,310.192,0,0,Kuendiger
1011,1969-01-28,64,M,,nein,Ueberweisung,1,Norddeutschland,Mecklenburg-Vorpommern,Stadt,5391.99,50.7526,1,0,Kuendiger
1012,1981-08-17,18,F,,ja,Ueberweisung,9,Norddeutschland,Nordrhein-Westfalen,Stadt,9722.07,112.7684,0,0,Kuendiger
1013,1985-08-02,41,F,,nein,Kreditkarte,11,Norddeutschland,Nordrhein-Westfalen,Land,5730.71,216.982,0,0,Kunde
1014,1974-10-04,32,F,verheiratet,ja,Kreditkarte,9,Sueddeutschland,Rheinland-Pfalz,Stadt,2203.9,437.232,0,1,Kuendiger
1015,1982-04-22,35,M,single,nein,Kreditkarte,5,Sueddeutschland,Saarland,Stadt,7768,541.872,0,0,Kuendiger
1016,1980-06-17,33,M,single,ja,Kreditkarte,9,Sueddeutschland,Sachsen,Stadt,3257.38,371.466,0,1,Kuendiger
1017,1953-08-23,83,M,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Saarland,Stadt,9051.32,273.66,0,0,Kunde
1018,1981-03-13,94,M,single,nein,Kreditkarte,6,Sueddeutschland,Sachsen-Anhalt,Stadt,8349.5,522.978,0,1,Kuendiger
1019,1980-09-18,42,F,,ja,Ueberweisung,11,Norddeutschland,Nordrhein-Westfalen,Stadt,7434.29,150.8978,0,0,Kunde
1020,1984-01-13,94,F,,nein,Kreditkarte,11,Sueddeutschland,Hessen,Stadt,1586.27,597.244,1,1,Kunde
1021,1985-06-10,40,F,single,ja,Kreditkarte,9,Sueddeutschland,Thueringen,Stadt,2432.94,583.994,1,0,Kuendiger
1022,1958-07-28,72,F,,ja,Kreditkarte,9,Norddeutschland,Nordrhein-Westfalen,Stadt,9091.28,169.605,0,0,Kunde
1023,1960-11-13,95,M,verheiratet,nein,Kreditkarte,11,Sueddeutschland,Saarland,Stadt,5816.73,154.694,0,1,Kuendiger
1024,1958-04-23,43,M,verheiratet,ja,Kreditkarte,9,Sueddeutschland,Baden-Wuerttemberg,Land,597.668,56.32,0,1,Kunde
1025,1967-06-02,69,M,verheiratet,ja,Kreditkarte,9,Sueddeutschland,Saarland,Stadt,6215.04,56.32,0,0,Kunde
1026,1978-09-11,55,M,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Thueringen,Stadt,1693.85,267.012,0,0,Kuendiger
1027,1980-02-04,29,M,,nein,Kreditkarte,11,Sueddeutschland,Rheinland-Pfalz,Stadt,9417.91,12.89856,0,0,Kuendiger
1028,1982-07-03,87,F,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Thueringen,Stadt,7049.24,139.1344,0,0,Kunde
1029,1983-11-07,80,M,single,nein,Kreditkarte,9,Sueddeutschland,Bayern,Stadt,9544.86,484.99,0,1,Kuendiger
1030,1974-04-16,48,F,single,nein,Paypal,9,Sueddeutschland,Sachsen-Anhalt,Stadt,7573.88,537.23,1,1,Kunde
1031,1951-05-30,52,F,single,nein,Kreditkarte,9,Norddeutschland,Niedersachsen,Stadt,4276.05,269.564,0,0,Kunde
1032,1980-06-20,92,M,verheiratet,ja,Kreditkarte,9,Sueddeutschland,Sachsen,Land,9209.3,32.0554,1,1,Kuendiger
1033,1982-04-11,55,F,verheiratet,ja,Ueberweisung,11,Sueddeutschland,Sachsen,Stadt,6772.02,348.844,0,1,Kunde
1034,1983-04-10,78,M,,nein,Kreditkarte,9,Sueddeutschland,Sachsen-Anhalt,Stadt,742.681,291.62,0,1,Kuendiger
1035,1984-11-09,33,M,,nein,Kreditkarte,9,Sueddeutschland,Rheinland-Pfalz,Stadt,1917.36,146.946,0,0,Kuendiger
1036,1981-05-02,81,F,,nein,Kreditkarte,9,Sueddeutschland,Baden-Wuerttemberg,Land,5086.07,139.0876,0,1,Kunde
1037,1979-02-11,24,M,,nein,Ueberweisung,11,Norddeutschland,Berlin,Stadt,1504.12,170.253,0,1,Kunde
1038,1984-04-23,94,F,,nein,Paypal,9,Sueddeutschland,Sachsen,Stadt,7969.08,371.36,0,1,Kuendiger
1039,1982-07-13,53,M,single,ja,Kreditkarte,9,Norddeutschland,Niedersachsen,Stadt,4237.02,104.3562,0,0,Kuendiger
1040,1981-08-15,76,F,single,ja,Kreditkarte,9,Norddeutschland,Berlin,Stadt,8779.75,294.378,0,1,Kunde
1041,1983-09-23,21,F,,nein,Kreditkarte,3,Sueddeutschland,Thueringen,Stadt,7885.55,196.3728,0,0,Kuendiger
1042,1984-03-23,66,F,single,ja,Paypal,11,Norddeutschland,Mecklenburg-Vorpommern,Stadt,4365.44,422.378,0,0,Kuendiger
1043,1982-02-11,76,M,verheiratet,nein,Paypal,5,Sueddeutschland,Baden-Wuerttemberg,Stadt,2353.6,99.5514,0,0,Kuendiger
1044,1984-05-23,40,M,verheiratet,nein,Kreditkarte,11,Sueddeutschland,Thueringen,Stadt,7771.71,357.952,0,0,Kuendiger
1045,1983-04-30,79,F,verheiratet,nein,Ueberweisung,11,Sueddeutschland,Rheinland-Pfalz,Stadt,275.949,479.882,1,0,Kunde
1046,1980-06-18,74,M,verheiratet,nein,Kreditkarte,11,Sueddeutschland,Sachsen,Land,1389.9,56.32,0,1,Kunde
1047,1982-02-03,77,F,,ja,Ueberweisung,11,Sueddeutschland,Hessen,Stadt,2941.06,56.32,0,0,Kunde
1048,1968-08-21,85,M,,nein,Paypal,11,Sueddeutschland,Thueringen,Stadt,5831.02,308.318,1,1,Kuendiger
1049,1984-01-02,47,M,,nein,Kreditkarte,8,Norddeutschland,Niedersachsen,Stadt,2351.14,335.972,0,1,Kuendiger
1050,1988-02-04,57,F,single,nein,Paypal,11,Norddeutschland,Nordrhein-Westfalen,Stadt,7045.95,428.924,0,0,Kunde
1051,1953-04-23,49,M,single,nein,Kreditkarte,11,Sueddeutschland,Sachsen-Anhalt,Stadt,9041.49,220.93,0,1,Kunde
1052,1985-08-07,40,M,,ja,Paypal,11,Sueddeutschland,Sachsen,Stadt,6782.35,292.034,0,1,Kuendiger
1053,1987-08-29,38,M,verheiratet,ja,Kreditkarte,11,Norddeutschland,Berlin,Stadt,5298.92,403.538,1,0,Kunde
1054,1988-09-04,58,F,verheiratet,nein,Ueberweisung,5,Norddeutschland,Berlin,Stadt,1125.3,552.59,0,1,Kunde
1055,1965-06-20,22,M,verheiratet,nein,Kreditkarte,6,Sueddeutschland,Thueringen,Land,3314.92,86.4202,0,0,Kuendiger
1056,1982-01-18,97,M,,ja,Paypal,11,Norddeutschland,Nordrhein-Westfalen,Stadt,3938.34,581.18,1,1,Kuendiger
1057,1981-05-20,69,M,,ja,Kreditkarte,11,Norddeutschland,Berlin,Land,5212.75,507.084,1,0,Kuendiger
1058,1965-06-20,95,M,single,ja,Kreditkarte,11,Norddeutschland,Bremen,Stadt,2376.43,285.276,0,0,Kuendiger
1059,1967-08-23,87,F,single,ja,Kreditkarte,5,Norddeutschland,Mecklenburg-Vorpommern,Stadt,1293.52,213.344,0,0,Kunde
1060,1987-10-07,51,F,,nein,Ueberweisung,11,Sueddeutschland,Sachsen,Land,3379.09,80.7364,0,0,Kunde
1061,1984-03-07,43,M,single,ja,Paypal,9,Sueddeutschland,Baden-Wuerttemberg,Stadt,5797.67,350.348,0,0,Kuendiger
1062,1982-04-04,96,M,,nein,Ueberweisung,11,Norddeutschland,Mecklenburg-Vorpommern,Land,4871.36,56.32,0,1,Kuendiger
1063,1981-08-20,60,F,single,ja,Kreditkarte,9,Sueddeutschland,Rheinland-Pfalz,Land,9948.81,231.364,0,1,Kuendiger
1064,1979-10-15,27,M,single,nein,Kreditkarte,11,Sueddeutschland,Rheinland-Pfalz,Stadt,1671.29,483.014,0,0,Kunde
1065,1982-02-05,91,F,verheiratet,nein,Paypal,9,Sueddeutschland,Bayern,Stadt,6998.41,246.8,0,1,Kunde
1066,1981-06-19,49,M,,nein,Kreditkarte,9,Norddeutschland,Bremen,Stadt,2073.07,500.784,0,0,Kuendiger
1067,1987-02-22,27,F,,nein,Kreditkarte,9,Norddeutschland,Brandenburg,Stadt,335.328,56.32,0,1,Kunde
1068,1987-10-30,63,M,single,nein,Paypal,9,Sueddeutschland,Sachsen,Stadt,9033.56,434.334,1,1,Kunde
1069,1984-06-20,68,M,single,nein,Kreditkarte,11,Sueddeutschland,Thueringen,Land,340.901,227.882,0,0,Kuendiger
1070,1965-06-20,28,M,single,nein,Paypal,9,Sueddeutschland,Rheinland-Pfalz,Stadt,9656.35,364.492,0,1,Kuendiger
1071,1970-07-30,69,M,verheiratet,nein,Ueberweisung,11,Norddeutschland,Nordrhein-Westfalen,Land,6710.83,428.264,1,1,Kunde
1072,1965-06-20,78,M,,ja,Kreditkarte,9,Sueddeutschland,Thueringen,Stadt,5969.98,554.08,0,0,Kuendiger
1073,1953-09-27,26,F,single,nein,Ueberweisung,9,Sueddeutschland,Sachsen,Stadt,5737.24,125.0094,0,1,Kunde
1074,1973-01-13,73,M,,ja,Paypal,9,Norddeutschland,Hamburg,Land,701.068,185.3196,0,0,Kuendiger
1075,1976-05-12,32,M,single,nein,Kreditkarte,11,Norddeutschland,Brandenburg,Stadt,,285.822,0,1,Kuendiger
1076,1965-06-20,65,M,verheiratet,ja,Paypal,9,Norddeutschland,Hamburg,Stadt,,462.598,1,1,Kuendiger
1077,1983-10-20,54,F,verheiratet,ja,Ueberweisung,9,Norddeutschland,Brandenburg,Stadt,,522.406,1,1,Kunde
1078,1980-03-09,82,F,single,nein,Kreditkarte,11,Sueddeutschland,Bayern,Stadt,7726.55,518.528,0,0,Kunde
1079,1983-03-23,21,F,,nein,Paypal,11,Sueddeutschland,Hessen,Stadt,6423.68,470.018,1,0,Kunde
1080,1979-03-12,65,F,verheiratet,ja,Kreditkarte,9,Norddeutschland,Mecklenburg-Vorpommern,Stadt,2394.78,266.02,1,0,Kunde
1081,1982-10-31,50,F,,nein,Kreditkarte,11,Sueddeutschland,Baden-Wuerttemberg,Stadt,2139.62,579.074,0,1,Kunde
1082,1986-03-02,87,M,,ja,Kreditkarte,9,Sueddeutschland,Sachsen-Anhalt,Land,8570.58,56.32,0,0,Kuendiger
1083,1982-07-30,30,F,single,nein,Ueberweisung,11,Sueddeutschland,Baden-Wuerttemberg,Stadt,1786.69,385.226,0,0,Kuendiger
1084,1980-08-11,18,M,,nein,Ueberweisung,8,Norddeutschland,Nordrhein-Westfalen,Stadt,3744.36,56.32,0,0,Kunde
1085,1984-01-30,25,F,single,nein,Paypal,11,Sueddeutschland,Bayern,Stadt,1010.77,56.32,0,1,Kuendiger
1086,1983-11-05,48,M,single,nein,Paypal,9,Sueddeutschland,Saarland,Stadt,3959.87,438.34,0,0,Kuendiger
1087,1972-10-24,51,F,single,nein,Kreditkarte,5,Sueddeutschland,Thueringen,Stadt,3211.84,56.32,0,0,Kunde
1088,1960-11-22,70,F,single,nein,Kreditkarte,11,Sueddeutschland,Thueringen,Stadt,6163.97,125.22,0,0,Kunde
1089,1968-06-16,44,F,,nein,Paypal,5,Sueddeutschland,Baden-Wuerttemberg,Stadt,9228.54,496.712,0,0,Kuendiger
1090,1979-10-01,50,M,verheiratet,nein,Kreditkarte,9,Sueddeutschland,Sachsen,Stadt,1923.12,301.508,0,0,Kuendiger
1091,1981-08-20,94,M,verheiratet,nein,Paypal,9,Norddeutschland,Brandenburg,Stadt,6675.56,107.752,0,0,Kunde
1092,1981-05-07,70,M,verheiratet,nein,Kreditkarte,11,Sueddeutschland,Saarland,Land,4221.18,239.356,0,0,Kuendiger
1093,1982-06-04,41,F,single,nein,Kreditkarte,9,Sueddeutschland,Saarland,Land,4356.34,349.414,0,0,Kunde
1094,1952-01-09,34,M,single,nein,Kreditkarte,9,Sueddeutschland,Saarland,Land,4972.87,23.1086,1,0,Kunde
1095,1984-02-28,56,M,single,nein,Kreditkarte,11,Sueddeutschland,Saarland,Land,6141.73,502.81,0,1,Kuendiger
1096,1983-07-18,85,M,single,nein,Paypal,9,Sueddeutschland,Saarland,Stadt,5793.31,26.7832,0,1,Kuendiger
1097,1984-11-07,74,M,,ja,Ueberweisung,11,Sueddeutschland,Bayern,Land,282.556,105.471,0,0,Kuendiger
1098,1956-08-01,37,F,,ja,Ueberweisung,11,Sueddeutschland,Saarland,Stadt,5316.22,420.22,0,1,Kunde
1099,1985-09-21,54,M,verheiratet,nein,Kreditkarte,9,Sueddeutschland,Baden-Wuerttemberg,Land,8475.44,234.062,0,0,Kuendiger
1100,1969-04-19,53,M,single,nein,Kreditkarte,11,Norddeutschland,Brandenburg,Stadt,5029.07,126.2324,0,0,Kuendiger
1101,1983-05-24,76,M,verheiratet,ja,Kreditkarte,11,Norddeutschland,Bremen,Stadt,5709.16,534.574,0,1,Kuendiger
1102,1976-08-01,81,F,verheiratet,nein,Ueberweisung,11,Norddeutschland,Mecklenburg-Vorpommern,Stadt,8787.29,552.474,1,1,Kunde
1103,1971-01-16,86,M,verheiratet,nein,Kreditkarte,5,Norddeutschland,Niedersachsen,Stadt,8839.2,513.442,0,0,Kuendiger
1104,1970-08-27,80,F,verheiratet,nein,Ueberweisung,6,Norddeutschland,Mecklenburg-Vorpommern,Stadt,8389.07,393.038,0,0,Kuendiger
1105,1966-07-20,69,F,,nein,Kreditkarte,8,Sueddeutschland,Sachsen-Anhalt,Stadt,8673.55,293.474,1,0,Kuendiger
1106,1979-07-13,38,F,,nein,Kreditkarte,5,Norddeutschland,Bremen,Land,8465.31,571.112,0,1,Kuendiger
1107,1978-09-01,37,M,,nein,Kreditkarte,11,Norddeutschland,Nordrhein-Westfalen,Stadt,1169.33,452.442,0,0,Kuendiger
1108,1982-02-03,34,M,,nein,Paypal,5,Norddeutschland,Bremen,Land,8746.71,280.386,1,1,Kuendiger
1109,1973-05-12,52,F,single,ja,Ueberweisung,9,Norddeutschland,Bremen,Stadt,8411.26,31.54,0,0,Kuendiger
1110,1979-09-07,76,F,single,ja,Paypal,9,Norddeutschland,Bremen,Stadt,1230.96,405.892,0,0,Kunde
1111,1961-11-05,81,M,single,nein,Paypal,9,Sueddeutschland,Sachsen-Anhalt,Land,396.854,529.904,0,0,Kuendiger
1112,1988-05-17,55,M,single,nein,Kreditkarte,9,Sueddeutschland,Hessen,Land,8575.38,177.2998,1,0,Kunde
1113,1959-08-20,94,F,single,nein,Kreditkarte,9,Sueddeutschland,Baden-Wuerttemberg,Land,8725.18,430.042,0,1,Kunde
1114,1957-07-07,86,M,,ja,Kreditkarte,9,Sueddeutschland,Hessen,Land,9288.59,546.634,0,0,Kuendiger
1115,1967-01-04,63,M,verheiratet,ja,Kreditkarte,9,Norddeutschland,Bremen,Stadt,904.957,56.32,0,0,Kunde
1116,1989-06-13,57,M,verheiratet,nein,Paypal,8,Norddeutschland,Berlin,Stadt,2812.84,52.9658,0,0,Kuendiger
1117,1985-03-31,61,M,verheiratet,ja,Ueberweisung,9,Sueddeutschland,Hessen,Land,8592.77,175.168,0,0,Kuendiger
1118,1986-06-09,59,F,single,nein,Kreditkarte,11,Sueddeutschland,Hessen,Stadt,6945.46,22.6738,1,1,Kunde
1119,1986-11-08,32,M,single,nein,Kreditkarte,8,Sueddeutschland,Bayern,Land,6376.97,356.934,1,1,Kunde
1120,1959-08-19,67,F,single,nein,Kreditkarte,11,Sueddeutschland,Sachsen-Anhalt,Stadt,8776.52,56.32,0,0,Kunde
1121,1989-08-23,42,F,verheiratet,ja,Kreditkarte,9,Sueddeutschland,Hessen,Land,4977.62,169.8858,0,1,Kunde
1122,1984-01-10,93,M,,ja,Kreditkarte,11,Norddeutschland,Bremen,Stadt,2594.9,414.004,0,0,Kuendiger
1123,1970-12-28,94,F,single,nein,Kreditkarte,11,Sueddeutschland,Thueringen,Land,3892.55,506.128,0,0,Kuendiger
1124,1984-01-30,78,F,verheiratet,ja,Kreditkarte,11,Sueddeutschland,Hessen,Stadt,8899.06,481.068,0,1,Kuendiger
1125,1979-09-30,79,F,verheiratet,ja,Kreditkarte,9,Norddeutschland,Hamburg,Stadt,6198.56,174.256,0,0,Kuendiger
1126,1982-06-23,29,M,verheiratet,nein,Kreditkarte,9,Norddeutschland,Nordrhein-Westfalen,Land,2031.54,258.624,0,1,Kuendiger
1127,1974-02-28,69,M,verheiratet,nein,Kreditkarte,9,Norddeutschland,Mecklenburg-Vorpommern,Stadt,6411.36,493.114,0,1,Kuendiger
1128,1974-08-11,90,F,,ja,Paypal,9,Norddeutschland,Berlin,Stadt,4141.68,103.8672,0,0,Kunde
1129,1984-01-30,43,F,,ja,Kreditkarte,9,Norddeutschland,Hamburg,Stadt,7729.3,227.108,0,0,Kuendiger
1130,1987-05-08,93,F,,ja,Paypal,8,Norddeutschland,Berlin,Stadt,5029.07,56.32,0,0,Kunde
1131,1960-06-02,54,F,,ja,Ueberweisung,8,Norddeutschland,Brandenburg,Stadt,2737.6,335.648,1,0,Kunde
1132,1983-03-01,32,F,,ja,Kreditkarte,8,Norddeutschland,Brandenburg,Stadt,510.857,581.342,0,0,Kuendiger
1133,1983-01-07,61,M,,ja,Paypal,8,Sueddeutschland,Baden-Wuerttemberg,Land,9513.27,239.484,0,0,Kuendiger
